EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Education,Department,JobRole,JobLevel,Attrition,BusinessTravel,DistanceFromHome,OverTime,WorkLifeBalance,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear
1029,42,Male,Married,2,Marketing,2,Sales,Manager,5,No,Travel_Rarely,5,No,4,90,265,7770,18303,13,0,4,3,3,2,3,21,1,0,0,0,6,3
1030,50,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,No,3,64,804,20165,2380,18,0,1,3,4,2,3,8,1,0,0,0,4,5
1032,59,Female,Single,3,Life Sciences,3,Research & Development,Manufacturing Director,4,No,Travel_Rarely,2,Yes,3,69,715,21829,13726,13,0,3,2,4,1,3,30,5,3,4,3,3,4
1033,37,Female,Married,2,Medical,2,Research & Development,Healthcare Representative,2,Yes,Travel_Rarely,11,No,1,61,1141,14382,4777,15,0,1,1,2,1,3,15,1,0,0,0,5,2
1034,55,Male,Married,4,Medical,4,Research & Development,Healthcare Representative,2,No,Travel_Frequently,18,Yes,3,62,135,12992,6385,14,2,3,3,2,4,3,17,8,7,6,7,3,3
1035,41,Female,Divorced,1,Life Sciences,1,Research & Development,Research Director,5,No,Non-Travel,7,No,3,55,247,20284,19973,22,2,2,1,3,2,4,21,21,16,5,10,1,3
1036,38,Male,Single,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,3,Yes,3,42,1035,4981,6861,12,0,2,3,4,3,3,19,1,0,0,0,8,1
1037,26,Male,Single,2,Medical,2,Sales,Sales Executive,2,Yes,Non-Travel,29,No,3,79,265,21813,4969,18,0,2,1,1,4,3,7,2,2,2,2,8,6
1038,52,Female,Married,1,Marketing,1,Sales,Manager,5,Yes,Travel_Rarely,2,No,3,57,266,25846,19845,15,1,1,1,4,4,3,33,32,14,6,9,1,3
1039,44,Female,Married,3,Medical,3,Sales,Sales Executive,4,No,Travel_Rarely,28,Yes,3,53,1448,11737,13320,18,1,4,4,4,3,3,23,12,11,11,11,3,2
1040,50,Female,Married,3,Life Sciences,3,Sales,Sales Executive,2,No,Non-Travel,1,No,3,95,145,24920,6347,12,1,4,3,3,1,3,19,18,7,0,13,0,3
1042,36,Female,Single,4,Life Sciences,4,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,16,No,3,43,885,8269,2743,16,0,3,4,1,3,3,18,17,13,15,14,1,1
1043,39,Female,Single,3,Medical,3,Research & Development,Manufacturing Director,3,No,Travel_Frequently,22,Yes,3,82,945,5083,10880,13,0,4,3,1,3,3,21,21,6,2,8,1,2
1044,33,Female,Single,1,Life Sciences,1,Sales,Sales Representative,1,No,Non-Travel,8,No,2,88,1038,21437,2342,19,0,2,2,4,4,3,3,2,2,2,2,0,2
1045,45,Female,Married,2,Life Sciences,2,Sales,Manager,4,No,Travel_Rarely,11,No,4,90,1234,5404,17650,13,1,4,3,4,2,3,26,9,3,1,1,3,4
1046,32,Female,Single,4,Medical,4,Research & Development,Laboratory Technician,1,No,Non-Travel,29,No,3,69,1109,11135,4025,12,0,4,3,3,2,3,10,8,7,7,7,9,2
1047,34,Male,Divorced,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,1,No,2,75,216,12278,9725,11,1,2,4,4,4,3,16,15,1,0,9,0,2
1048,59,Male,Married,2,Technical Degree,2,Sales,Manager,3,No,Travel_Rarely,1,Yes,1,66,1089,11038,11904,14,1,2,3,4,3,3,14,6,4,0,4,3,1
1049,45,Male,Single,4,Medical,4,Human Resources,Human Resources,1,No,Travel_Rarely,24,No,3,36,788,8318,2177,16,0,2,3,2,1,3,6,6,3,0,4,1,3
1050,53,Female,Married,3,Marketing,3,Sales,Sales Executive,3,No,Travel_Frequently,2,No,3,38,124,23537,7525,12,1,3,2,2,1,3,30,15,7,6,12,2,2
1052,36,Male,Divorced,3,Other,3,Research & Development,Laboratory Technician,2,Yes,Travel_Rarely,15,No,2,81,660,7858,4834,14,1,1,3,3,2,3,9,1,0,0,0,7,3
1053,26,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,Yes,Travel_Frequently,2,Yes,3,57,342,15346,2042,14,1,1,3,1,2,3,6,3,2,1,2,6,2
1055,34,Female,Married,4,Life Sciences,4,Sales,Sales Representative,1,No,Travel_Rarely,10,Yes,3,87,1333,18410,2220,19,1,3,3,3,4,3,1,1,1,0,0,1,2
1056,28,Male,Married,1,Medical,1,Sales,Sales Representative,1,No,Travel_Rarely,10,No,3,74,1144,23384,1052,22,0,4,3,2,2,4,1,1,0,0,0,1,5
1060,38,Male,Married,4,Other,4,Research & Development,Research Scientist,1,No,Travel_Frequently,3,No,3,44,1186,2997,2821,16,1,3,3,3,1,3,8,2,2,2,2,3,2
1061,50,Male,Married,4,Medical,4,Research & Development,Research Director,5,No,Travel_Rarely,2,Yes,2,62,1464,12853,19237,11,1,2,3,3,4,3,29,8,1,7,7,2,2
1062,37,Female,Single,3,Other,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,3,No,2,35,124,13848,4107,15,0,4,3,2,1,3,8,4,3,0,1,3,3
1066,40,Male,Married,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Rarely,26,No,2,74,300,22217,8396,14,1,3,3,1,2,3,8,7,7,7,5,1,3
1068,26,Female,Divorced,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Frequently,1,No,3,66,921,25265,2007,13,2,1,2,3,3,3,5,5,3,1,3,1,5
1069,46,Male,Divorced,4,Medical,4,Research & Development,Research Director,5,No,Travel_Rarely,1,No,3,40,430,21445,19627,17,2,4,3,4,4,3,23,2,2,2,2,9,0
1070,54,Female,Married,4,Life Sciences,4,Sales,Sales Executive,3,No,Travel_Rarely,2,No,3,41,1082,8392,10686,11,1,3,2,3,2,3,13,9,4,7,0,6,4
1071,56,Female,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Frequently,9,No,3,63,1240,12154,2942,19,1,1,3,3,2,3,18,5,4,0,3,2,4
1073,36,Female,Single,5,Medical,5,Research & Development,Manufacturing Director,3,No,Travel_Rarely,12,No,2,51,796,15669,8858,11,0,4,2,4,2,3,15,14,8,7,8,0,2
1074,55,Male,Single,1,Medical,1,Research & Development,Manager,4,No,Non-Travel,2,No,4,40,444,17323,16756,15,0,3,2,1,2,3,31,9,7,6,2,7,3
1076,43,Male,Divorced,3,Medical,3,Sales,Sales Executive,3,No,Travel_Rarely,25,No,3,79,415,5268,10798,13,1,3,2,4,3,3,18,1,0,0,0,5,5
1077,20,Female,Single,3,Marketing,3,Sales,Sales Representative,1,Yes,Travel_Frequently,9,Yes,3,54,769,17205,2323,14,0,4,3,4,2,3,2,2,2,0,2,1,3
1079,21,Female,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,10,No,2,36,1334,17258,1416,13,0,3,2,1,1,3,1,1,0,1,0,1,6
1080,46,Female,Divorced,4,Life Sciences,4,Research & Development,Research Scientist,2,No,Travel_Rarely,8,Yes,3,74,1003,21029,4615,23,3,4,2,1,1,4,19,16,13,1,7,8,2
1081,51,Male,Married,4,Life Sciences,4,Research & Development,Research Scientist,1,Yes,Travel_Rarely,4,Yes,4,34,1323,10332,2461,12,3,1,3,3,3,3,18,10,0,2,7,9,2
1082,28,Male,Single,2,Technical Degree,2,Research & Development,Healthcare Representative,3,Yes,Non-Travel,24,No,2,72,1366,12355,8722,12,0,2,2,1,1,3,10,10,7,1,9,1,2
1083,26,Male,Married,2,Medical,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,3,59,192,11141,3955,16,2,1,2,1,1,3,6,5,3,1,3,1,2
1084,30,Male,Married,3,Other,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,20,No,2,85,1176,9096,9957,15,1,3,3,1,3,3,7,6,2,0,2,0,1
1085,41,Female,Married,2,Technical Degree,2,Research & Development,Research Scientist,1,No,Travel_Rarely,7,No,3,43,509,18863,3376,13,0,2,4,3,3,3,10,10,6,0,8,1,3
1088,38,Female,Married,1,Life Sciences,1,Research & Development,Healthcare Representative,3,No,Travel_Rarely,17,No,2,65,330,24608,8823,18,1,3,2,3,1,3,20,19,9,1,9,0,4
1092,40,Male,Married,4,Technical Degree,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,20,No,3,61,1492,26542,10322,20,1,1,3,4,4,4,14,11,10,11,1,4,6
1094,27,Male,Married,5,Life Sciences,5,Research & Development,Laboratory Technician,1,No,Non-Travel,8,No,3,87,1277,5869,4621,19,3,1,1,3,4,3,3,3,2,1,2,1,4
1096,55,Male,Married,1,Life Sciences,1,Research & Development,Manufacturing Director,3,No,Travel_Frequently,2,No,3,65,1091,15813,10976,18,1,4,3,2,2,3,23,3,2,1,2,3,4
1097,28,Female,Single,3,Other,3,Research & Development,Research Scientist,2,No,Travel_Rarely,10,No,4,59,857,7909,3660,13,0,3,3,3,4,3,10,8,7,1,7,3,4
1098,44,Male,Married,2,Medical,2,Human Resources,Human Resources,3,Yes,Travel_Rarely,1,No,3,91,1376,2326,10482,14,1,2,2,1,4,3,24,20,6,3,6,9,1
1099,33,Male,Divorced,3,Life Sciences,3,Research & Development,Healthcare Representative,3,No,Travel_Rarely,5,No,3,34,654,21214,7119,15,1,4,2,4,3,3,9,3,2,1,2,4,2
1100,35,Male,Single,3,Technical Degree,3,Sales,Sales Executive,3,Yes,Travel_Rarely,4,Yes,3,86,1204,10333,9582,22,0,4,3,1,1,4,9,8,7,4,7,0,2
1101,33,Female,Single,4,Medical,4,Research & Development,Research Scientist,2,Yes,Travel_Frequently,29,No,3,54,827,3129,4508,22,0,1,2,3,2,4,14,13,7,3,8,1,4
1102,28,Male,Divorced,2,Life Sciences,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,15,No,2,50,895,22482,2207,16,1,1,3,3,4,3,4,4,2,2,2,1,5
1103,34,Male,Single,1,Life Sciences,1,Research & Development,Healthcare Representative,2,No,Travel_Frequently,3,No,2,45,618,22266,7756,17,0,1,3,4,3,3,7,6,2,0,4,0,1
1105,37,Female,Divorced,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,10,Yes,3,88,309,24223,6694,14,3,4,2,4,3,3,8,1,0,0,0,2,5
1106,25,Male,Married,1,Technical Degree,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,4,Yes,4,32,1219,4605,3691,15,1,4,3,4,2,3,7,7,7,5,6,1,3
1107,26,Male,Divorced,3,Medical,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,21,No,2,37,1330,19373,2377,20,1,1,3,3,3,4,1,1,1,0,0,1,0
1108,33,Male,Single,3,Medical,3,Research & Development,Research Scientist,1,Yes,Travel_Rarely,25,Yes,3,55,1017,2993,2313,20,0,1,2,2,2,4,5,2,2,2,2,4,0
1109,42,Male,Married,2,Medical,2,Research & Development,Manager,4,No,Travel_Rarely,2,No,3,35,469,14399,17665,17,1,4,3,1,4,3,23,22,6,13,7,0,3
1111,28,Male,Divorced,3,Medical,3,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,1,No,3,45,1009,7160,2596,15,2,1,2,2,1,3,1,1,0,0,0,1,2
1113,50,Male,Single,4,Other,4,Sales,Sales Executive,2,Yes,Travel_Frequently,1,Yes,3,81,959,17251,4728,14,0,4,3,3,4,3,5,0,0,0,0,3,4
1114,33,Female,Married,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Frequently,7,No,3,30,970,13401,4302,17,1,4,3,2,3,3,4,3,2,0,2,0,3
1115,34,Male,Married,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Non-Travel,3,No,3,40,697,22478,2979,17,3,3,2,4,4,3,6,0,0,0,0,3,2
1116,48,Male,Single,4,Medical,4,Research & Development,Manager,4,No,Non-Travel,1,No,2,35,1262,16154,16885,22,0,1,4,4,3,4,27,5,4,2,1,2,3
1117,45,Female,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Non-Travel,9,No,3,65,1050,17970,5593,13,1,2,2,3,4,3,15,15,10,4,12,1,2
1118,52,Male,Single,4,Life Sciences,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,7,No,3,87,994,15322,10445,19,0,2,3,2,4,3,18,8,6,4,0,7,4
1119,38,Male,Divorced,4,Marketing,4,Sales,Sales Executive,3,No,Travel_Rarely,10,Yes,3,73,770,5569,8740,14,2,3,2,3,2,3,9,8,7,2,7,0,2
1120,29,Female,Divorced,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Rarely,28,No,3,93,1107,26968,2514,22,1,3,3,4,1,4,11,7,5,1,7,4,1
1121,28,Female,Divorced,3,Medical,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,3,No,2,93,950,8039,7655,17,3,4,3,2,2,3,10,9,7,1,7,0,3
1124,46,Male,Married,1,Marketing,1,Sales,Manager,4,No,Travel_Rarely,3,No,3,52,406,15596,17465,12,1,1,3,3,4,3,23,12,9,4,9,3,3
1125,38,Male,Single,2,Marketing,2,Sales,Sales Executive,3,No,Travel_Rarely,2,No,3,32,130,20619,7351,16,0,4,3,2,3,3,10,1,0,0,0,7,2
1126,43,Female,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Frequently,27,No,3,83,1082,11535,10820,11,1,3,3,1,3,3,18,8,7,0,1,8,1
1127,39,Male,Divorced,3,Life Sciences,3,Research & Development,Healthcare Representative,4,Yes,Travel_Frequently,2,No,3,84,203,13547,12169,11,3,1,3,4,4,3,21,18,7,11,5,7,4
1128,40,Male,Single,3,Medical,3,Research & Development,Research Director,5,No,Travel_Rarely,14,No,4,44,1308,17544,19626,14,0,3,2,3,1,3,21,20,7,4,9,1,2
1131,21,Female,Single,1,Technical Degree,1,Research & Development,Research Scientist,1,No,Travel_Rarely,1,Yes,4,70,984,25326,2070,11,0,4,2,2,3,3,2,2,2,2,2,1,6
1132,39,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Non-Travel,9,No,2,70,439,8770,6782,15,0,3,3,2,3,3,9,5,4,0,3,9,2
1133,36,Male,Single,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Non-Travel,18,No,3,78,217,23238,7779,20,0,1,3,4,1,4,18,11,9,0,9,2,0
1135,31,Male,Married,3,Life Sciences,3,Sales,Sales Representative,1,No,Travel_Frequently,20,No,3,67,793,21981,2791,12,1,3,4,4,1,3,3,2,2,2,2,0,4
1136,28,Male,Married,1,Life Sciences,1,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,1,67,1451,19911,3201,17,0,1,2,2,1,3,6,5,3,0,4,0,2
1137,35,Male,Divorced,2,Marketing,2,Sales,Sales Executive,2,No,Travel_Frequently,11,No,3,54,1182,18500,4968,11,1,4,3,4,4,3,5,5,2,0,2,1,3
1138,49,Male,Married,4,Technical Degree,4,Sales,Sales Executive,4,No,Travel_Rarely,8,No,3,56,174,11879,13120,17,1,4,2,2,2,3,22,9,8,2,3,6,3
1140,34,Male,Single,2,Life Sciences,2,Research & Development,Manufacturing Director,2,No,Travel_Frequently,2,No,2,95,1003,15834,4033,11,0,4,3,3,4,3,5,3,2,0,2,2,3
1143,29,Female,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Frequently,10,No,2,61,490,17940,3291,14,2,4,3,2,4,3,8,7,5,1,1,0,2
1148,42,Male,Single,3,Medical,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,29,No,3,56,188,9558,4272,19,0,2,1,4,1,3,16,1,0,0,0,4,3
1150,29,Male,Married,1,Medical,1,Research & Development,Manufacturing Director,2,No,Travel_Rarely,8,Yes,2,79,718,17689,5056,15,1,2,2,4,3,3,10,10,7,1,2,1,2
1152,38,Male,Married,3,Human Resources,3,Human Resources,Human Resources,1,No,Travel_Rarely,1,No,4,37,433,6004,2844,13,1,3,4,3,4,3,7,7,6,5,0,1,2
1154,28,Male,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Frequently,6,Yes,3,39,773,22088,2703,14,1,3,2,3,4,3,3,3,1,0,2,1,2
1156,18,Male,Single,1,Medical,1,Research & Development,Laboratory Technician,1,Yes,Non-Travel,8,No,3,80,247,13556,1904,12,0,3,3,3,4,3,0,0,0,0,0,1,0
1157,33,Female,Single,4,Marketing,4,Sales,Sales Executive,2,Yes,Travel_Rarely,9,Yes,3,77,603,18385,8224,17,0,1,3,1,1,3,6,5,2,0,3,0,3
1158,41,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,12,Yes,3,46,167,9051,4766,11,1,2,3,4,1,3,6,1,0,0,0,3,4
1160,31,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,15,No,2,72,874,6233,2610,12,1,3,3,3,3,3,2,2,2,2,2,1,5
1161,37,Female,Divorced,2,Medical,2,Research & Development,Healthcare Representative,2,No,Travel_Rarely,25,No,3,52,367,17171,5731,13,2,3,2,4,3,3,9,6,2,1,3,7,2
1162,27,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,6,No,3,55,199,7950,2539,13,1,4,2,3,3,3,4,4,2,2,2,1,0
1163,34,Female,Married,1,Life Sciences,1,Sales,Sales Executive,2,No,Travel_Rarely,9,No,2,70,1400,5829,5714,20,0,2,3,3,1,4,6,6,5,1,3,1,3
1164,35,Male,Single,4,Technical Degree,4,Human Resources,Human Resources,1,No,Travel_Rarely,8,No,1,100,528,7108,4323,17,0,3,3,3,2,3,6,5,4,1,4,1,2
1165,29,Female,Married,1,Life Sciences,1,Sales,Sales Executive,3,Yes,Travel_Rarely,23,No,1,45,408,11162,7336,13,1,4,2,1,1,3,11,11,8,3,10,1,3
1166,40,Female,Single,4,Medical,4,Research & Development,Research Director,3,No,Travel_Frequently,9,No,2,88,593,13782,13499,17,0,2,3,3,3,3,20,18,7,2,13,9,3
1167,42,Male,Single,3,Life Sciences,3,Sales,Sales Executive,4,Yes,Travel_Frequently,12,Yes,2,44,481,2447,13758,12,0,3,3,1,2,3,22,21,9,13,14,0,2
1171,42,Male,Single,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,4,No,4,45,647,2253,5155,13,0,2,3,1,4,3,9,6,4,1,5,7,3
1172,35,Male,Married,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,3,58,982,16340,2258,12,1,4,2,3,2,3,10,8,0,1,7,6,2
1173,24,Male,Single,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,24,No,3,49,477,6409,3597,22,0,4,3,2,4,4,6,4,3,1,2,8,2
1175,28,Female,Married,1,Life Sciences,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,12,Yes,2,79,1485,22955,2515,11,0,3,3,4,4,3,1,1,1,0,0,1,4
1177,26,Male,Married,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,3,No,3,82,1384,13421,4420,22,1,1,4,4,2,4,8,8,7,0,7,1,2
1179,30,Male,Married,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Rarely,10,No,3,72,852,2706,6578,18,1,3,2,3,1,3,10,10,3,1,4,1,3
1180,40,Female,Married,2,Medical,2,Research & Development,Research Scientist,2,No,Travel_Frequently,26,Yes,1,92,902,21203,4422,13,1,3,2,4,4,3,16,1,1,0,0,3,3
1182,35,Male,Divorced,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,2,No,4,44,819,19588,10274,18,1,3,2,2,2,3,15,7,7,6,4,2,2
1184,34,Male,Single,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Frequently,1,No,3,97,669,25755,5343,20,0,4,2,1,3,4,14,13,9,4,9,0,3
1185,35,Male,Married,4,Other,4,Research & Development,Laboratory Technician,1,No,Travel_Frequently,4,No,4,47,636,26537,2376,13,1,4,2,4,2,3,2,2,2,2,2,1,2
1188,43,Female,Single,3,Marketing,3,Sales,Sales Executive,2,Yes,Travel_Rarely,9,No,2,85,1372,9489,5346,13,0,1,1,3,2,3,7,4,3,1,3,8,2
1190,32,Female,Divorced,1,Life Sciences,1,Sales,Sales Representative,1,No,Non-Travel,2,No,3,76,862,14947,2827,12,3,3,3,1,3,3,1,1,0,0,0,1,3
1191,56,Female,Divorced,4,Technical Degree,4,Research & Development,Manager,5,No,Travel_Rarely,4,No,3,92,718,18575,19943,13,1,4,3,1,4,3,28,5,2,4,2,4,2
1192,29,Female,Married,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,6,No,3,54,1401,26342,3131,13,1,2,3,4,1,3,10,10,8,0,8,1,5
1193,19,Male,Single,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,3,54,645,7172,2552,25,0,3,3,1,3,4,1,1,1,0,0,1,4
1195,45,Female,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,7,Yes,2,83,1457,20100,4477,19,1,1,3,3,3,3,7,3,2,0,2,4,2
1196,37,Female,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,No,2,56,977,9961,6474,13,1,4,2,4,2,3,14,14,8,3,11,1,2
1198,20,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,3,No,2,87,805,12828,3033,12,0,1,2,3,1,3,2,2,2,1,2,1,2
1200,44,Male,Single,4,Life Sciences,4,Research & Development,Research Scientist,1,Yes,Travel_Rarely,10,Yes,3,96,1097,10826,2936,11,0,3,3,3,3,3,6,6,4,0,2,1,4
1201,53,Female,Divorced,2,Medical,2,Research & Development,Manager,5,No,Travel_Rarely,7,No,3,50,1223,18640,18606,18,1,4,3,3,2,3,26,7,7,4,7,3,6
1202,29,Female,Married,1,Life Sciences,1,Research & Development,Research Scientist,1,No,Travel_Rarely,15,Yes,2,69,942,26933,2168,18,1,2,1,4,1,3,6,5,4,1,3,0,2
1203,22,Male,Married,4,Life Sciences,4,Research & Development,Research Scientist,1,Yes,Travel_Frequently,3,Yes,3,48,1256,4223,2853,11,1,3,2,4,2,3,1,0,0,0,0,0,5
1204,46,Female,Married,3,Marketing,3,Sales,Manager,4,No,Travel_Rarely,2,No,3,69,1402,24097,17048,23,0,3,3,1,1,4,28,26,15,15,9,8,2
1206,44,Male,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Non-Travel,17,No,3,74,111,4279,2290,13,0,4,1,3,4,3,6,0,0,0,0,2,3
1207,33,Male,Married,3,Human Resources,3,Human Resources,Human Resources,1,No,Travel_Rarely,2,No,3,99,147,8429,3600,13,1,2,3,3,4,3,5,5,4,1,4,1,2
1210,41,Male,Divorced,2,Life Sciences,2,Research & Development,Research Scientist,1,Yes,Non-Travel,5,No,1,95,906,20293,2107,17,1,1,2,1,1,3,5,1,0,0,0,6,2
1211,30,Male,Divorced,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,29,No,3,61,1329,13192,4115,19,3,3,3,1,3,3,8,4,3,0,3,8,3
1212,40,Male,Married,4,Medical,4,Sales,Sales Executive,2,No,Travel_Frequently,2,No,3,62,1184,25440,4327,12,3,2,3,2,4,3,5,0,0,0,0,5,2
1215,50,Female,Married,3,Medical,3,Research & Development,Manager,4,No,Travel_Frequently,2,No,3,30,1421,9490,17856,22,1,4,3,1,3,4,32,2,2,2,2,2,3
1216,28,Male,Married,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,19,No,3,78,1179,12449,3196,12,3,4,2,1,3,3,6,6,5,3,3,1,2
1217,46,Male,Married,2,Life Sciences,2,Research & Development,Research Director,5,No,Travel_Rarely,15,No,3,52,1450,10849,19081,11,1,4,3,2,1,3,25,4,2,0,3,5,2
1218,35,Male,Married,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,17,Yes,3,94,1361,21026,8966,15,3,3,3,1,4,3,15,7,7,1,7,3,2
1219,24,Female,Married,2,Life Sciences,2,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,17,No,1,97,984,3372,2210,13,1,4,3,2,1,3,1,1,0,0,0,1,3
1220,33,Female,Married,3,Medical,3,Sales,Sales Executive,2,No,Travel_Frequently,25,No,2,82,1146,4905,4539,12,1,2,3,3,1,3,10,10,7,0,1,1,3
1221,36,Male,Divorced,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,6,No,3,60,917,6865,2741,14,1,3,1,3,3,3,7,7,7,1,7,1,4
1224,30,Male,Divorced,4,Life Sciences,4,Research & Development,Laboratory Technician,2,No,Travel_Rarely,7,No,2,49,853,11309,3491,13,3,3,3,3,1,3,10,10,7,8,9,1,4
1225,44,Male,Single,4,Other,4,Research & Development,Research Scientist,2,No,Travel_Rarely,29,No,3,32,200,7744,4541,25,0,4,3,4,2,4,20,20,11,13,17,1,3
1226,20,Male,Single,3,Marketing,3,Sales,Sales Representative,1,No,Travel_Rarely,21,No,3,43,654,5050,2678,17,0,3,4,4,4,3,2,2,1,2,2,1,2
1228,46,Male,Divorced,4,Technical Degree,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,No,2,60,150,17433,7379,11,1,4,3,4,3,3,12,6,3,1,4,2,3
1231,42,Male,Married,5,Medical,5,Human Resources,Human Resources,2,No,Non-Travel,2,No,4,79,179,12858,6272,16,1,4,4,1,1,3,10,4,3,0,3,7,3
1233,60,Male,Divorced,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,7,Yes,3,52,696,10893,5220,18,1,2,4,4,2,3,12,11,7,1,9,0,3
1234,32,Female,Married,3,Other,3,Research & Development,Laboratory Technician,1,No,Travel_Frequently,13,No,3,77,116,7331,2743,20,1,3,2,2,3,4,2,2,2,2,2,1,2
1235,32,Female,Single,2,Life Sciences,2,Research & Development,Research Scientist,2,No,Travel_Frequently,2,Yes,3,38,1316,2338,4998,14,0,4,3,3,4,3,10,8,7,0,7,4,2
1237,36,Female,Divorced,3,Technical Degree,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,1,Yes,3,77,363,4235,10252,21,1,3,1,1,3,4,17,7,7,7,7,2,2
1238,33,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,3,60,117,6311,2781,13,1,1,3,4,2,3,15,14,10,4,10,0,5
1239,40,Female,Divorced,3,Technical Degree,3,Sales,Sales Executive,2,No,Travel_Rarely,10,No,4,84,107,11591,6852,12,1,2,2,2,2,3,7,5,1,1,3,7,2
1240,25,Male,Single,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,10,No,3,57,1356,20623,4950,14,0,3,3,4,2,3,5,4,3,1,1,0,4
1241,30,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,Yes,3,63,1465,9369,3579,21,1,4,3,2,1,4,12,11,9,5,7,0,2
1242,42,Female,Married,5,Medical,5,Research & Development,Research Director,3,No,Travel_Frequently,26,Yes,3,60,458,23281,13191,17,0,1,3,1,3,3,20,1,0,0,0,3,6
1243,35,Female,Married,2,Marketing,2,Sales,Sales Executive,3,No,Non-Travel,8,Yes,2,78,1212,13755,10377,11,1,3,2,4,2,3,16,13,2,4,12,4,6
1244,27,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,14,Yes,2,42,1103,14377,2235,14,2,1,3,1,4,3,9,9,7,6,8,1,3
